,ID,Rejected,Gender,Car,Realty,Work Phone,Phone,Email,# of Children,Annual Income,Age,Years Employed,Family Size,Income Category,Occupation,Education,Marital Status,Residency
19695,5054544,0,1,0,1,0,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19696,5054545,0,1,0,1,0,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19697,5054546,0,1,0,1,0,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19698,5054547,0,1,0,1,0,0,0,1.0,medium,medium,lowest,3.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19699,5054548,0,0,0,1,0,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19704,5054558,0,1,1,1,0,0,0,2.0,medium,medium,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19708,5054563,0,1,0,1,0,0,0,1.0,low,high,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19709,5054564,0,1,0,1,0,0,0,1.0,low,high,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19710,5054565,0,1,0,1,0,0,0,1.0,low,high,lowest,3.0,Working,Labor,Secondary / secondary special,Married,House / apartment
19711,5054566,0,0,1,1,0,0,0,2.0,low,medium,low,3.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19712,5054567,0,0,1,1,0,0,0,2.0,low,medium,low,3.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19713,5054568,0,0,1,1,0,0,0,2.0,low,medium,low,3.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19714,5054569,0,0,1,1,0,0,0,2.0,low,medium,low,3.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19715,5054570,0,0,1,1,0,0,0,2.0,low,medium,low,3.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19716,5054571,0,0,1,1,0,0,0,2.0,low,medium,low,3.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19717,5054572,0,0,1,1,0,0,0,2.0,low,medium,low,3.0,State servant,Office,Secondary / secondary special,Married,House / apartment
19720,5054577,0,0,0,1,1,0,0,0.0,high,high,low,1.0,Working,Office,Secondary / secondary special,Widow,House / apartment
19721,5054578,0,0,0,1,1,0,0,0.0,high,high,low,1.0,Working,Office,Secondary / secondary special,Widow,House / apartment
19722,5054581,0,0,0,1,1,0,0,0.0,high,high,low,1.0,Working,Office,Secondary / secondary special,Widow,House / apartment
19723,5054582,0,0,0,1,1,0,0,0.0,high,high,low,1.0,Working,Office,Secondary / secondary special,Widow,House / apartment
19724,5054583,0,0,0,1,1,0,0,0.0,high,high,low,1.0,Working,Office,Secondary / secondary special,Widow,House / apartment
19725,5054584,0,0,0,1,1,0,0,0.0,high,high,low,1.0,Working,Office,Secondary / secondary special,Widow,House / apartment
19726,5054585,0,1,1,1,0,0,0,0.0,low,medium,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
19727,5054586,0,1,1,1,0,0,0,0.0,low,medium,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
19728,5054587,0,1,1,1,0,0,0,0.0,low,medium,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
19729,5054588,0,1,1,1,0,0,0,0.0,low,medium,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
19730,5054589,0,1,1,1,0,0,0,0.0,low,medium,lowest,1.0,Working,Labor,Secondary / secondary special,Single / not married,House / apartment
19738,5054598,0,1,1,1,0,0,0,0.0,low,low,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19755,5054618,0,0,1,0,0,0,0,0.0,medium,medium,medium,1.0,Working,Office,Secondary / secondary special,Single / not married,Municipal apartment
19756,5054619,0,0,1,0,0,0,0,0.0,medium,medium,medium,1.0,Working,Office,Secondary / secondary special,Single / not married,Municipal apartment
19757,5054620,0,0,0,1,1,0,0,0.0,medium,low,lowest,2.0,Working,Office,Higher education,Civil marriage,With parents
19761,5054627,0,1,1,1,0,1,0,1.0,high,medium,lowest,3.0,Commercial associate,High Tech,Higher education,Married,House / apartment
19762,5054628,0,1,1,1,0,1,0,1.0,high,medium,lowest,3.0,Commercial associate,High Tech,Higher education,Married,House / apartment
19763,5054629,0,1,1,1,0,1,0,1.0,high,medium,lowest,3.0,Commercial associate,High Tech,Higher education,Married,House / apartment
19764,5054630,0,1,1,1,0,1,0,1.0,high,medium,lowest,3.0,Commercial associate,High Tech,Higher education,Married,House / apartment
19765,5054631,0,1,1,1,0,1,0,1.0,high,medium,lowest,3.0,Commercial associate,High Tech,Higher education,Married,House / apartment
19766,5054632,0,1,1,1,0,1,0,1.0,high,medium,lowest,3.0,Commercial associate,High Tech,Higher education,Married,House / apartment
19767,5054633,0,1,1,1,0,1,0,1.0,high,medium,lowest,3.0,Commercial associate,High Tech,Higher education,Married,House / apartment
19768,5054634,0,1,1,1,0,1,0,1.0,high,medium,lowest,3.0,Commercial associate,High Tech,Higher education,Married,House / apartment
19769,5054636,0,1,1,1,0,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Higher education,Married,House / apartment
19770,5054637,0,1,1,1,0,0,0,0.0,medium,medium,lowest,2.0,Working,Office,Higher education,Married,House / apartment
19771,5054638,0,0,0,1,0,1,0,2.0,medium,low,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19772,5054639,0,0,0,1,0,1,0,2.0,medium,low,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19773,5054640,0,0,0,1,0,1,0,2.0,medium,low,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19774,5054641,0,0,0,1,0,1,0,2.0,medium,low,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19775,5054642,0,0,0,0,0,0,0,0.0,medium,high,low,2.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
19776,5054643,0,0,0,0,0,0,0,0.0,medium,high,low,2.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
19777,5054644,0,0,0,0,0,0,0,0.0,medium,high,low,2.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
19778,5054645,0,0,0,0,0,0,0,0.0,medium,high,low,2.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
19779,5054646,0,0,0,0,0,0,0,0.0,medium,high,low,2.0,Commercial associate,Office,Secondary / secondary special,Married,House / apartment
19781,5054649,1,1,1,1,0,0,0,1.0,low,high,low,3.0,Working,High Tech,Higher education,Married,House / apartment
19782,5054650,1,1,1,1,0,0,0,1.0,low,high,low,3.0,Working,High Tech,Higher education,Single / not married,House / apartment
19783,5054652,0,0,0,1,0,0,0,0.0,medium,highest,medium,1.0,Working,Labor,Secondary / secondary special,Separated,House / apartment
19784,5054653,0,0,0,1,0,0,0,0.0,medium,highest,medium,1.0,Working,Labor,Secondary / secondary special,Separated,House / apartment
19785,5054654,0,0,0,1,0,0,0,0.0,medium,highest,medium,1.0,Working,Labor,Secondary / secondary special,Separated,House / apartment
19786,5054655,0,0,0,1,0,0,0,0.0,medium,highest,medium,1.0,Working,Labor,Secondary / secondary special,Separated,House / apartment
19787,5054656,0,0,0,1,0,0,0,0.0,medium,highest,medium,1.0,Working,Labor,Secondary / secondary special,Separated,House / apartment
19791,5054661,0,1,1,1,0,0,0,0.0,low,lowest,lowest,1.0,Working,Labor,Higher education,Single / not married,House / apartment
19792,5054663,0,1,0,0,0,0,0,0.0,low,lowest,lowest,1.0,Commercial associate,Labor,Incomplete higher,Single / not married,With parents
19793,5054664,0,0,0,1,0,0,0,0.0,low,highest,low,2.0,Commercial associate,Office,Higher education,Married,House / apartment
19794,5054665,0,0,0,1,0,0,0,0.0,low,highest,low,2.0,Commercial associate,Office,Higher education,Married,House / apartment
19795,5054668,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19796,5054669,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19797,5054670,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19798,5054671,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19799,5054672,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19800,5054673,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19801,5054674,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19802,5054676,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19803,5054678,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19804,5054679,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19805,5054680,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19806,5054681,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19807,5054682,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19808,5054683,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19809,5054684,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19810,5054685,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19811,5054686,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19812,5054687,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19813,5054688,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19814,5054689,0,1,0,1,0,0,0,0.0,high,lowest,lowest,1.0,Commercial associate,Office,Higher education,Single / not married,House / apartment
19815,5054690,0,1,0,0,0,0,0,2.0,high,medium,lowest,3.0,Working,Office,Higher education,Married,Rented apartment
19816,5054691,0,1,0,0,0,0,0,2.0,high,medium,lowest,3.0,Working,Office,Higher education,Married,Rented apartment
19817,5054692,0,1,0,0,0,0,0,2.0,high,medium,lowest,3.0,Working,Office,Higher education,Married,Rented apartment
19818,5054693,0,1,0,0,0,0,0,2.0,high,medium,lowest,3.0,Working,Office,Higher education,Married,Rented apartment
19819,5054694,0,1,0,0,0,0,0,2.0,high,medium,lowest,3.0,Working,Office,Higher education,Married,Rented apartment
19820,5054697,0,1,1,1,0,0,0,0.0,medium,medium,medium,2.0,Working,Labor,Higher education,Married,House / apartment
19821,5054698,0,1,1,1,0,0,0,0.0,medium,medium,medium,2.0,Working,Labor,Higher education,Married,House / apartment
19822,5054699,0,1,1,1,0,0,0,0.0,medium,medium,medium,2.0,Working,Labor,Higher education,Married,House / apartment
19827,5054706,0,0,0,0,0,0,0,1.0,low,medium,lowest,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19828,5054707,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19829,5054709,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19830,5054710,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19831,5054711,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19832,5054712,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19833,5054713,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19834,5054714,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19835,5054715,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19836,5054716,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19837,5054717,0,0,0,1,1,1,0,0.0,low,high,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Married,House / apartment
19838,5054718,0,1,1,1,0,0,0,2.0,low,low,lowest,3.0,Working,Labor,Higher education,Single / not married,House / apartment
19839,5054719,0,1,1,1,0,0,0,2.0,low,low,lowest,3.0,Working,Labor,Higher education,Single / not married,House / apartment
19841,5054726,0,0,0,1,1,0,0,1.0,low,high,lowest,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
19842,5054727,0,0,0,1,1,0,0,1.0,low,high,lowest,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
19843,5054728,0,0,0,1,1,0,0,1.0,low,high,lowest,3.0,State servant,High Tech,Secondary / secondary special,Married,House / apartment
19845,5054732,0,0,0,0,0,0,0,1.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,House / apartment
19846,5054733,0,0,0,0,0,0,0,1.0,medium,low,lowest,3.0,Commercial associate,High Tech,Higher education,Married,House / apartment
19847,5054736,0,0,0,1,0,0,0,0.0,medium,low,low,2.0,Working,Office,Secondary / secondary special,Civil marriage,House / apartment
19848,5054737,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19849,5054738,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19850,5054739,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19851,5054740,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19852,5054741,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19853,5054742,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19854,5054743,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19855,5054744,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19856,5054745,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19857,5054746,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19858,5054747,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19859,5054748,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19860,5054749,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19861,5054750,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19862,5054751,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19863,5054752,0,0,0,1,0,0,0,0.0,high,medium,lowest,2.0,Commercial associate,Labor,Secondary / secondary special,Civil marriage,House / apartment
19864,5054754,0,0,0,1,1,0,0,0.0,low,high,medium,2.0,State servant,Labor,Secondary / secondary special,Married,House / apartment
19865,5054755,0,0,0,1,1,0,0,0.0,low,high,medium,2.0,State servant,Labor,Secondary / secondary special,Married,House / apartment
19866,5054756,0,0,0,1,1,1,0,2.0,medium,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19867,5054757,0,0,0,1,1,1,0,2.0,medium,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19868,5054758,0,0,0,1,1,1,0,2.0,medium,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19869,5054759,0,0,0,1,1,1,0,2.0,medium,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19870,5054760,0,0,0,1,1,1,0,2.0,medium,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19871,5054761,0,0,0,1,1,1,0,2.0,medium,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19872,5054762,0,0,0,1,1,1,0,2.0,medium,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
19873,5054763,0,0,0,1,1,1,0,2.0,medium,medium,low,3.0,Working,Office,Secondary / secondary special,Married,House / apartment
